order_id,order_date,customer_id,city,category,product,quantity,price,discount,revenue,rating
ORD1038,2025-02-18,CUST1117,Mumbai,Electronics,Smartwatch,1.0,22238.67,5.0,21126.74,5.0
ORD1039,2025-11-12,CUST1097,Mumbai,Clothing,Jacket,5.0,3115.02,20.0,12460.08,3.0
ORD1040,2025-02-15,CUST1010,Pune,Sports,Yoga Mat,4.0,1220.82,10.0,4394.95,5.0
ORD1041,2025-07-10,CUST1035,Ahmedabad,Books,Python Basics,1.0,1294.3,10.0,1164.87,5.0
ORD1042,2025-08-20,CUST1087,Delhi,Books,Python Basics,1.0,1132.8,0.0,1132.8,2.0
ORD1043,2025-09-27,CUST1097,Pune,Sports,Cricket Bat,1.0,3778.23,25.0,2833.67,
ORD1044,2025-02-09,CUST1031,Kolkata,Home & Kitchen,Coffee Maker,4.0,999.77,15.0,3399.22,5.0
ORD1045,2025-10-02,CUST1073,Bengaluru,Home & Kitchen,Mixer,2.0,7587.38,15.0,12898.55,5.0
ORD1046,2025-08-26,CUST1033,Pune,Home & Kitchen,Mixer,2.0,5569.88,0.0,11139.76,5.0
ORD1047,2025-12-17,CUST1013,Ahmedabad,Beauty,Face Wash,2.0,3806.27,5.0,7231.91,5.0
ORD1048,2025-10-29,CUST1111,Delhi,Electronics,Smartphone,3.0,17062.74,5.0,48628.81,4.0
ORD1049,2025-06-16,CUST1014,Hyderabad,Books,Business Analytics,3.0,727.08,0.0,2181.24,3.0
ORD1050,2025-01-20,CUST1062,Chennai,Electronics,Wireless Earbuds,1.0,18827.77,20.0,15062.22,4.0
ORD1051,2025-10-17,CUST1103,Hyderabad,Sports,Cricket Bat,5.0,3274.89,5.0,15555.73,5.0
ORD1052,2025-04-02,CUST1114,Pune,Electronics,Smartphone,1.0,22678.18,5.0,21544.27,4.0
ORD1053,2025-02-04,CUST1101,Mumbai,Clothing,T-Shirt,1.0,2856.89,10.0,2571.2,2.0
ORD1054,2025-11-04,CUST1029,Ahmedabad,Electronics,Smartphone,5.0,14145.01,25.0,53043.79,5.0
ORD1055,2025-09-27,CUST1017,Kolkata,Clothing,Sneakers,3.0,3391.17,20.0,8138.81,5.0
ORD1056,2025-06-18,CUST1083,Chennai,Beauty,Perfume,3.0,4330.59,,9743.83,4.0
ORD1057,2025-08-09,CUST1028,Bengaluru,Clothing,Jeans,1.0,2650.45,0.0,2650.45,4.0
ORD1058,2025-05-19,CUST1029,Bengaluru,Home & Kitchen,Coffee Maker,2.0,4467.95,10.0,8042.31,5.0
ORD1059,2025-06-18,CUST1065,Ahmedabad,Sports,Dumbbells,4.0,3145.01,25.0,9435.03,4.0
ORD1060,2025-07-14,CUST1009,Bengaluru,Books,Python Basics,4.0,1506.59,15.0,5122.41,5.0
ORD1061,2025-12-02,CUST1016,Ahmedabad,Clothing,Jacket,1.0,3626.59,5.0,3445.26,5.0
ORD1062,2025-01-31,CUST1087,Delhi,Beauty,Shampoo,1.0,3710.86,15.0,3154.23,5.0
ORD1063,2025-12-30,CUST1096,Ahmedabad,Books,Business Analytics,1.0,1190.52,20.0,952.42,5.0
ORD1064,2025-02-04,CUST1021,Delhi,Books,Data Analytics,2.0,1185.11,0.0,2370.22,5.0
ORD1065,2025-09-23,CUST1092,Ahmedabad,Electronics,Wireless Earbuds,1.0,36891.08,15.0,31357.42,4.0
ORD1066,2025-12-06,CUST1095,Mumbai,Sports,Football,3.0,3797.76,0.0,11393.28,2.0
ORD1067,2025-03-18,CUST1081,Chennai,Sports,Yoga Mat,3.0,2802.35,15.0,7145.99,5.0
ORD1068,2025-04-09,CUST1064,Bengaluru,Home & Kitchen,Coffee Maker,5.0,9340.36,15.0,39696.53,4.0
ORD1069,2025-09-27,CUST1046,Delhi,Clothing,T-Shirt,5.0,4712.57,0.0,23562.85,4.0
ORD1070,2025-10-12,CUST1017,Pune,Sports,Yoga Mat,3.0,5648.77,10.0,15251.68,4.0
ORD1071,2025-04-09,CUST1103,Ahmedabad,Beauty,Moisturizer,1.0,4770.61,20.0,3816.49,2.0
ORD1072,2025-09-08,CUST1012,Pune,Beauty,Face Wash,1.0,3064.81,0.0,3064.81,1.0
ORD1073,2025-01-05,CUST1037,Hyderabad,Sports,Dumbbells,3.0,3022.01,5.0,8612.73,4.0
ORD1074,2025-12-30,CUST1083,,Books,SQL Guide,4.0,465.88,10.0,1677.17,5.0
ORD1075,2025-02-19,CUST1079,Hyderabad,Sports,Dumbbells,1.0,5995.08,0.0,5995.08,5.0
ORD1076,2025-03-29,CUST1103,Kolkata,Electronics,Wireless Earbuds,5.0,9797.97,5.0,46540.36,3.0
ORD1077,2025-01-02,CUST1001,Delhi,Sports,Yoga Mat,1.0,4109.48,25.0,3082.11,1.0
ORD1078,2025-03-29,CUST1030,Mumbai,Electronics,Smartwatch,4.0,57691.87,25.0,173075.61,5.0
ORD1079,2025-10-27,CUST1101,Pune,Sports,Dumbbells,5.0,4746.6,25.0,17799.75,5.0
ORD1080,2025-07-04,CUST1066,Chennai,Electronics,Smartphone,2.0,15745.27,20.0,25192.43,5.0
ORD1081,2025-01-06,CUST1033,Mumbai,Electronics,Smartwatch,3.0,53546.51,0.0,160639.53,3.0
ORD1082,2025-01-20,CUST1001,Mumbai,Sports,Football,5.0,3863.49,15.0,16419.83,5.0
ORD1083,2025-10-09,CUST1023,Pune,Clothing,Sneakers,3.0,1279.08,20.0,3069.79,2.0
ORD1084,2025-08-21,CUST1054,Delhi,Books,SQL Guide,3.0,1476.12,5.0,4206.94,4.0
ORD1085,2025-04-04,CUST1078,Pune,Clothing,Sneakers,3.0,3101.08,5.0,8838.08,5.0
ORD1086,2025-05-28,CUST1016,Mumbai,Books,Data Analytics,1.0,1062.53,20.0,850.02,4.0
ORD1087,2025-10-14,CUST1074,Pune,Books,Data Analytics,5.0,757.06,5.0,3596.03,4.0
ORD1088,2025-03-21,CUST1073,Bengaluru,Beauty,Moisturizer,3.0,2221.28,25.0,4997.88,4.0
ORD1089,2025-02-04,CUST1069,Bengaluru,Books,Data Analytics,2.0,1011.2,10.0,1820.16,3.0
ORD1090,2025-08-27,CUST1030,Kolkata,Beauty,Shampoo,4.0,3345.36,15.0,11374.22,4.0
ORD1091,2025-12-18,CUST1062,Kolkata,Home & Kitchen,Coffee Maker,1.0,7811.34,10.0,7030.21,4.0
ORD1092,2025-07-03,CUST1033,Kolkata,Sports,Football,5.0,5565.81,25.0,,4.0
ORD1093,2025-01-21,CUST1009,Kolkata,Clothing,Jeans,3.0,2723.64,25.0,6128.19,2.0
ORD1094,2025-05-02,CUST1088,Bengaluru,Books,Business Analytics,1.0,720.92,15.0,612.78,3.0
ORD1095,2025-06-01,CUST1045,Chennai,Electronics,Wireless Earbuds,5.0,59284.75,0.0,296423.75,5.0
ORD1096,2025-05-14,CUST1010,Ahmedabad,Electronics,Laptop,4.0,15419.7,15.0,52426.98,5.0
ORD1097,2025-10-02,CUST1047,Ahmedabad,Home & Kitchen,Bedsheet,3.0,8501.85,5.0,24230.27,5.0
ORD1098,2025-07-11,CUST1086,Delhi,Beauty,Perfume,1.0,1282.57,20.0,1026.06,3.0
ORD1099,2025-10-20,CUST1119,Chennai,Home & Kitchen,Bedsheet,5.0,7026.86,25.0,26350.72,5.0
ORD1100,2025-01-30,CUST1005,Pune,Electronics,Wireless Earbuds,3.0,32339.51,5.0,92167.6,5.0
ORD1101,2025-12-10,CUST1006,Chennai,Home & Kitchen,Air Fryer,5.0,2826.38,0.0,14131.9,5.0
ORD1102,2025-08-03,CUST1002,Mumbai,Clothing,T-Shirt,2.0,2705.89,25.0,4058.84,4.0
ORD1103,2025-05-29,CUST1081,Kolkata,Clothing,T-Shirt,5.0,3369.15,25.0,12634.31,5.0
ORD1104,2025-07-16,CUST1112,Kolkata,Sports,Football,1.0,2516.35,20.0,2013.08,4.0
ORD1105,2025-06-07,CUST1110,Bengaluru,Clothing,Jeans,3.0,4334.07,20.0,10401.77,4.0
ORD1106,2025-07-02,CUST1063,Mumbai,Beauty,Face Wash,5.0,1900.78,15.0,8078.31,4.0
ORD1107,2025-01-04,CUST1041,Bengaluru,Electronics,Smartphone,5.0,47111.6,25.0,176668.5,3.0
ORD1108,2025-06-13,CUST1018,Hyderabad,Clothing,Jeans,1.0,4673.57,20.0,3738.86,4.0
ORD1109,2025-09-18,CUST1118,Kolkata,Beauty,Face Wash,3.0,3604.26,5.0,10272.14,5.0
ORD1110,2025-11-26,CUST1035,Ahmedabad,Beauty,Moisturizer,3.0,3878.73,15.0,9890.76,5.0
ORD1111,2025-10-23,CUST1053,Chennai,Beauty,Moisturizer,3.0,836.29,25.0,1881.65,5.0
ORD1112,2025-12-26,CUST1099,Chennai,Beauty,Moisturizer,4.0,4858.13,0.0,19432.52,3.0
ORD1113,2025/03/18,CUST1094,Ahmedabad,Books,SQL Guide,4.0,485.8,10.0,1748.88,1.0
ORD1114,2025-12-23,CUST1009,Kolkata,Home & Kitchen,Bedsheet,5.0,6007.7,5.0,28536.57,4.0
ORD1115,2025-06-12,CUST1099,Delhi,Beauty,Face Wash,2.0,4069.68,15.0,6918.46,5.0
ORD1116,2025-02-09,CUST1092,Chennai,Electronics,Laptop,2.0,11019.31,10.0,19834.76,5.0
ORD1117,2025-05-20,CUST1006,Ahmedabad,Beauty,Moisturizer,1.0,3775.33,25.0,2831.5,5.0
ORD1118,2025-01-02,CUST1032,Chennai,Clothing,T-Shirt,4.0,4361.56,10.0,15701.62,4.0
ORD1119,2025-04-03,CUST1029,Pune,Beauty,Face Wash,4.0,4509.48,10.0,16234.13,5.0
ORD1120,2025-04-20,CUST1054,Pune,Books,SQL Guide,2.0,1580.02,25.0,2370.03,4.0
ORD1121,2025-09-04,CUST1042,Pune,Electronics,Smartphone,3.0,19630.81,25.0,44169.32,2.0
ORD1122,2025-04-19,CUST1065,Delhi,Sports,Cricket Bat,5.0,5993.09,15.0,25470.63,4.0
ORD1123,2025-01-23,CUST1048,Pune,Electronics,Wireless Earbuds,1.0,51454.62,25.0,38590.97,4.0
ORD1124,2025-05-14,CUST1043,Delhi,Books,Data Analytics,3.0,501.55,0.0,1504.65,2.0
ORD1125,2025-06-14,CUST1051,Ahmedabad,Beauty,Face Wash,2.0,3282.34,10.0,5908.21,4.0
ORD1126,2025-04-14,CUST1047,Delhi,Books,Business Analytics,4.0,1111.28,25.0,3333.84,5.0
ORD1127,2025-03-20,CUST1071,Hyderabad,Beauty,Perfume,5.0,2788.85,25.0,10458.19,5.0
ORD1128,2025-04-28,CUST1042,Kolkata,Beauty,Face Wash,2.0,1434.45,5.0,2725.45,3.0
ORD1129,2025-08-20,CUST1053,Kolkata,Electronics,Smartphone,1.0,57102.41,15.0,48537.05,5.0
ORD1130,2025-10-25,CUST1033,Kolkata,Home & Kitchen,Bedsheet,5.0,8355.49,5.0,39688.58,5.0
ORD1131,2025-04-27,CUST1115,Kolkata,Home & Kitchen,Mixer,1.0,1941.21,15.0,1650.03,5.0
ORD1132,2025-12-17,CUST1036,Mumbai,Beauty,Moisturizer,3.0,468.46,25.0,1054.03,2.0
ORD1133,2025-10-16,CUST1038,Mumbai,Electronics,Laptop,3.0,36217.31,0.0,108651.93,4.0
ORD1134,2025-01-23,CUST1054,Delhi,Electronics,Smartwatch,1.0,31839.27,20.0,25471.42,5.0
ORD1135,2025-04-16,CUST1014,Pune,Books,Python Basics,3.0,924.91,10.0,2497.26,1.0
ORD1136,2025-06-28,CUST1050,Pune,Books,Data Analytics,,1062.25,5.0,1009.14,4.0
ORD1137,2025-08-07,CUST1030,Ahmedabad,Beauty,Moisturizer,3.0,1523.64,25.0,3428.19,4.0
ORD1138,2025-05-01,CUST1058,Mumbai,Home & Kitchen,Bedsheet,4.0,3356.43,20.0,10740.58,5.0
ORD1139,2025-04-27,CUST1017,Mumbai,Home & Kitchen,Air Fryer,5.0,2485.08,20.0,9940.32,1.0
ORD1140,2025-01-12,CUST1085,Hyderabad,Books,Data Analytics,1.0,582.48,20.0,465.98,2.0
ORD1141,2025-06-30,CUST1001,Bengaluru,Home & Kitchen,Mixer,1.0,7410.19,15.0,6298.66,5.0
ORD1142,2025-10-10,CUST1035,Bengaluru,Books,SQL Guide,4.0,544.12,25.0,1632.36,5.0
ORD1143,2025-01-29,CUST1044,Chennai,Clothing,Sneakers,3.0,3215.41,10.0,8681.61,5.0
ORD1144,2025-08-08,CUST1062,Pune,Sports,Yoga Mat,2.0,4895.67,0.0,9791.34,3.0
ORD1145,2025-05-20,CUST1003,Chennai,Beauty,Perfume,5.0,440.22,0.0,2201.1,4.0
ORD1146,2025-09-27,CUST1015,Ahmedabad,Electronics,Wireless Earbuds,4.0,51901.66,5.0,197226.31,4.0
ORD1147,2025-01-22,CUST1021,Kolkata,Electronics,Wireless Earbuds,2.0,16910.56,0.0,33821.12,5.0
ORD1148,2025-01-07,CUST1070,Hyderabad,Beauty,Face Wash,5.0,318.84,25.0,1195.65,5.0
ORD1149,2025-03-02,CUST1075,Delhi,Home & Kitchen,Mixer,3.0,10660.26,25.0,23985.58,4.0
ORD1150,2025-04-18,CUST1118,Kolkata,Clothing,Jacket,1.0,3175.55,0.0,3175.55,5.0
ORD1151,2025-11-03,CUST1031,Hyderabad,Clothing,T-Shirt,1.0,1540.76,15.0,1309.65,5.0
ORD1152,2025-09-05,CUST1092,Hyderabad,Beauty,Face Wash,3.0,2161.98,20.0,5188.75,5.0
ORD1153,2025-12-11,CUST1002,Mumbai,Clothing,Sneakers,4.0,2386.73,25.0,7160.19,4.0
ORD1154,2025-02-04,CUST1079,Pune,Sports,Cricket Bat,3.0,2743.79,25.0,6173.53,5.0
ORD1155,2025-09-06,CUST1024,Ahmedabad,Electronics,Wireless Earbuds,3.0,67616.08,0.0,202848.24,3.0
ORD1156,2025-06-21,CUST1078,Ahmedabad,Books,Business Analytics,5.0,618.22,10.0,2781.99,5.0
ORD1157,2025-07-14,CUST1094,Ahmedabad,Beauty,Perfume,3.0,,15.0,9654.48,5.0
ORD1158,2025-11-12,CUST1061,Mumbai,Beauty,Perfume,1.0,4548.67,20.0,3638.94,5.0
ORD1159,2025-12-27,CUST1046,Kolkata,Electronics,Laptop,3.0,9434.69,20.0,22643.26,5.0
ORD1160,2025-04-27,CUST1069,Hyderabad,Sports,Dumbbells,5.0,2670.46,15.0,11349.45,5.0
ORD1161,2025-01-25,CUST1024,Bengaluru,Home & Kitchen,Air Fryer,1.0,11276.27,15.0,9584.83,4.0
ORD1162,2025-03-01,CUST1006,Bengaluru,Home & Kitchen,Air Fryer,2.0,2268.42,5.0,4310.0,5.0
ORD1163,2025-08-02,CUST1106,Bengaluru,Electronics,Smartwatch,4.0,14133.32,5.0,53706.62,5.0
ORD1164,2025-07-10,CUST1055,Bengaluru,Clothing,Jeans,2.0,1335.95,10.0,2404.71,4.0
ORD1165,2025-09-03,CUST1060,Ahmedabad,Electronics,Laptop,1.0,67478.61,10.0,60730.75,5.0
ORD1166,2025-10-07,CUST1093,Ahmedabad,Electronics,Laptop,2.0,26275.98,5.0,49924.36,5.0
ORD1167,2025-05-30,CUST1017,Ahmedabad,Electronics,Smartwatch,4.0,67085.95,25.0,201257.85,2.0
ORD1168,2025-11-05,CUST1049,Hyderabad,Clothing,T-Shirt,3.0,936.4,20.0,2247.36,5.0
ORD1169,2025-05-17,CUST1071,Hyderabad,Beauty,Face Wash,1.0,1053.47,5.0,1000.8,5.0
ORD1170,2025-05-28,CUST1004,Kolkata,Sports,Football,2.0,2541.89,25.0,3812.84,5.0
ORD1171,2025-09-23,CUST1013,Pune,Electronics,Laptop,4.0,15480.63,25.0,46441.89,5.0
ORD1172,2025-05-31,CUST1023,Delhi,Clothing,T-Shirt,5.0,1307.71,15.0,5557.77,4.0
ORD1173,2025-07-15,CUST1064,Chennai,Books,SQL Guide,1.0,1611.86,25.0,1208.89,4.0
ORD1174,2025-12-10,CUST1001,Kolkata,Clothing,Jeans,2.0,1225.64,0.0,2451.28,5.0
ORD1175,2025-10-29,CUST1053,Bengaluru,Clothing,Jacket,2.0,2883.86,10.0,5190.95,4.0
ORD1176,2025-06-25,CUST1018,Delhi,Electronics,Smartphone,1.0,67039.48,0.0,67039.48,5.0
ORD1177,2025-05-19,CUST1015,Delhi,Home & Kitchen,Coffee Maker,5.0,3635.67,5.0,17269.43,1.0
ORD1178,2025-06-19,CUST1064,Hyderabad,,Data Analytics,2.0,1212.19,0.0,2424.38,4.0
ORD1179,2025-05-16,CUST1057,Kolkata,Beauty,Face Wash,5.0,4146.05,25.0,15547.69,5.0
ORD1180,2025-01-19,CUST1007,Kolkata,Electronics,Smartwatch,5.0,29166.0,15.0,123955.5,4.0
ORD1181,2025-03-18,CUST1111,Hyderabad,Beauty,Shampoo,1.0,4030.09,20.0,3224.07,3.0
ORD1182,2025-12-29,CUST1106,Mumbai,Home & Kitchen,Air Fryer,4.0,825.86,15.0,2807.92,3.0
ORD1183,2025-07-01,CUST1048,Delhi,Home & Kitchen,Air Fryer,4.0,2506.06,0.0,10024.24,5.0
ORD1184,2025-06-18,CUST1079,Hyderabad,Books,SQL Guide,2.0,1389.27,20.0,2222.83,5.0
ORD1185,2025-02-03,CUST1082,Ahmedabad,Electronics,Smartphone,4.0,29248.25,25.0,87744.75,3.0
ORD1186,2025-11-22,CUST1034,Ahmedabad,Books,SQL Guide,1.0,974.45,5.0,925.73,5.0
ORD1187,2025-09-18,CUST1044,Chennai,Home & Kitchen,Coffee Maker,4.0,4187.78,15.0,14238.45,5.0
ORD1188,2025-09-20,CUST1088,Ahmedabad,Sports,Cricket Bat,3.0,3590.0,0.0,10770.0,4.0
ORD1189,2025-06-19,CUST1053,Bengaluru,Clothing,Jeans,1.0,2040.63,15.0,1734.54,4.0
ORD1190,2025-08-28,CUST1037,Mumbai,Electronics,Smartwatch,1.0,49384.38,0.0,49384.38,5.0
ORD1191,2025-10-02,CUST1030,Ahmedabad,Books,Python Basics,5.0,1467.23,5.0,6969.34,5.0
ORD1192,2025-02-20,CUST1034,Chennai,Sports,Yoga Mat,1.0,2013.34,20.0,1610.67,3.0
ORD1193,2025-10-08,CUST1115,Hyderabad,Books,Business Analytics,4.0,1113.12,5.0,4229.86,5.0
ORD1194,2025-04-27,CUST1063,Pune,Beauty,Shampoo,2.0,3239.75,0.0,6479.5,5.0
ORD1195,2025-12-18,CUST1074,Bengaluru,Home & Kitchen,Coffee Maker,3.0,5280.69,0.0,15842.07,5.0
ORD1196,2025-04-28,CUST1085,Pune,Home & Kitchen,Mixer,5.0,10364.63,5.0,49231.99,4.0
ORD1197,2025-12-15,CUST1111,Bengaluru,Home & Kitchen,Coffee Maker,5.0,3535.1,10.0,15907.95,5.0
ORD1198,2025-10-07,CUST1013,Pune,Books,Business Analytics,5.0,1417.49,25.0,5315.59,5.0
ORD1199,2025-04-22,CUST1031,Pune,Beauty,Perfume,4.0,3330.65,5.0,12656.47,6.0
ORD1200,2025-10-25,CUST1069,Delhi,Beauty,Perfume,3.0,1328.63,15.0,3388.01,5.0
ORD1201,2025-03-27,CUST1017,Chennai,Home & Kitchen,Mixer,1.0,9732.12,10.0,8758.91,5.0
ORD1202,2025-12-31,CUST1114,Delhi,Sports,Football,1.0,2645.34,10.0,2380.81,3.0
ORD1203,2025-08-19,CUST1009,Ahmedabad,Electronics,Smartphone,3.0,65839.85,15.0,167891.62,5.0
ORD1204,2025-11-19,CUST1055,Mumbai,Electronics,Wireless Earbuds,4.0,24779.19,10.0,89205.08,5.0
ORD1205,2025-03-30,CUST1061,Bengaluru,Sports,Dumbbells,3.0,2829.22,5.0,8063.28,4.0
ORD1206,2025-12-31,CUST1013,Mumbai,Sports,Dumbbells,4.0,5956.23,0.0,23824.92,4.0
ORD1207,2025-03-06,CUST1051,Delhi,Sports,Football,1.0,2250.8,25.0,1688.1,4.0
ORD1208,2025-10-15,CUST1109,Kolkata,Electronics,Smartphone,4.0,29906.94,5.0,113646.37,5.0
ORD1209,2025-03-03,CUST1059,Delhi,Books,Python Basics,2.0,1423.23,5.0,2704.14,5.0
ORD1210,2025-02-05,CUST1037,Hyderabad,Books,Python Basics,1.0,1618.6,25.0,1213.95,3.0
ORD1211,2025-11-07,CUST1093,Mumbai,Clothing,T-Shirt,3.0,502.33,0.0,1506.99,4.0
ORD1212,2025-03-03,CUST1008,Kolkata,Electronics,Smartphone,4.0,59033.89,10.0,212522.0,3.0
ORD1213,2025-06-04,CUST1048,Hyderabad,Clothing,Sneakers,3.0,4186.4,15.0,10675.32,2.0
ORD1214,2025-07-04,CUST1086,Pune,Sports,Football,2.0,4637.81,5.0,8811.84,5.0
ORD1215,2025-12-18,CUST1015,Kolkata,Clothing,Jeans,3.0,1437.71,5.0,4097.47,5.0
ORD1216,2025-10-28,CUST1084,Ahmedabad,Electronics,Smartphone,1.0,18871.48,0.0,18871.48,4.0
ORD1217,2025-03-09,CUST1106,Ahmedabad,Books,Data Analytics,5.0,973.09,15.0,4135.63,4.0
ORD1218,2025-03-22,CUST1114,Bengaluru,Books,Business Analytics,5.0,588.45,15.0,2500.91,5.0
ORD1219,2025-05-16,CUST1086,Pune,Clothing,Jacket,1.0,2979.09,15.0,2532.23,5.0
ORD1220,2025-06-27,CUST1035,Pune,Electronics,Wireless Earbuds,-2.0,45296.62,10.0,40766.96,3.0
ORD1221,2025-10-03,CUST1033,Delhi,Clothing,Sneakers,1.0,3025.5,20.0,2420.4,4.0
ORD1222,2025-09-04,CUST1044,Mumbai,Beauty,Face Wash,2.0,2951.25,15.0,5017.12,2.0
ORD1223,2025-11-03,CUST1107,Mumbai,Electronics,Laptop,3.0,48070.03,25.0,108157.57,3.0
ORD1224,2025-01-22,CUST1057,Hyderabad,Home & Kitchen,Bedsheet,3.0,11278.07,10.0,30450.79,3.0
ORD1225,2025-06-01,CUST1025,Mumbai,Home & Kitchen,Mixer,2.0,3197.83,20.0,5116.53,2.0
ORD1226,2025-11-11,CUST1042,Bengaluru,Home & Kitchen,Coffee Maker,1.0,2308.55,15.0,1962.27,4.0
ORD1227,2025-06-02,CUST1025,Kolkata,Clothing,T-Shirt,3.0,1691.63,10.0,4567.4,5.0
ORD1228,2025-02-09,CUST1056,Hyderabad,Books,Data Analytics,5.0,449.75,20.0,1799.0,2.0
ORD1229,2025-09-10,CUST1064,Delhi,Home & Kitchen,Mixer,1.0,9247.84,25.0,6935.88,5.0
ORD1230,2025-04-29,CUST1011,Hyderabad,Books,Python Basics,1.0,901.9,0.0,901.9,5.0
ORD1231,2025-07-13,CUST1060,Bengaluru,Books,Business Analytics,5.0,1767.95,5.0,8397.76,4.0
ORD1232,2025-08-02,CUST1079,Bengaluru,Books,Business Analytics,2.0,896.29,20.0,1434.06,2.0
ORD1233,2025-07-30,CUST1044,Chennai,Clothing,T-Shirt,5.0,4397.65,0.0,21988.25,4.0
ORD1234,2025-12-05,CUST1088,Pune,Home & Kitchen,Air Fryer,3.0,7891.27,10.0,21306.43,5.0
ORD1235,2025-04-17,CUST1080,Bengaluru,Sports,Cricket Bat,2.0,3623.64,10.0,6522.55,4.0
ORD1236,2025-05-19,CUST1037,Delhi,Beauty,Perfume,2.0,1924.93,0.0,3849.86,2.0
ORD1237,2025-10-04,CUST1091,Hyderabad,Beauty,Shampoo,5.0,1308.33,10.0,5887.48,4.0
ORD1238,2025-08-07,CUST1120,Mumbai,Clothing,Jacket,5.0,4673.77,5.0,22200.41,5.0
